"Face left, turning 50 degrees.","[("LEFT"|0.87)]"
Spin to the left by 50 degrees.,"[("LEFT"|0.87)]"
Shift towards the left by 50 degrees.,"[("LEFT"|0.87)]"
Lean left 50 degrees.,"[("LEFT"|0.87)]"
Rotate leftwards by 50 degrees.,"[("LEFT"|0.87)]"
Change position to the left by 50 degrees.,"[("LEFT"|0.87)]"
Swing to the left by 50 degrees.,"[("LEFT"|0.87)]"
Alter orientation leftward by 50 degrees.,"[("LEFT"|0.87)]"
Tilt left by 50 degrees.,"[("LEFT"|0.87)]"
Move in a left rotation by 50 degrees.,"[("LEFT"|0.87)]"
Adjust orientation to the left by 50 degrees.,"[("LEFT"|0.87)]"
Turn left 50 degrees.,"[("LEFT"|0.87)]"
Make a left rotation of 0.87 radians.,"[("LEFT"|0.87)]"
Pivot to the left for 50 degrees.,"[("LEFT"|0.87)]"
Swivel leftward by 0.87 radians.,"[("LEFT"|0.87)]"
Change orientation left by about 14% of a full circle.,"[("LEFT"|0.87)]"
Execute a leftward turn of approximately 0.14 of a circle.,"[("LEFT"|0.87)]"
Adjust heading left by 50 degrees.,"[("LEFT"|0.87)]"
Rotate to the left by 0.87 radians.,"[("LEFT"|0.87)]"
Tilt left by a measure of 50 degrees.,"[("LEFT"|0.87)]"
Spin to the left encompassing 0.87 radians.,"[("LEFT"|0.87)]"
Swerve left for a fraction of 0.14 of a complete rotation.,"[("LEFT"|0.87)]"
Shift left orientation by 50 degrees.,"[("LEFT"|0.87)]"
Angle leftward by 0.87 radians.,"[("LEFT"|0.87)]"
Make a half turn to the left by about 14% of a circle.,"[("LEFT"|0.87)]"
Initiate a leftward adjustment of 50 degrees.,"[("LEFT"|0.87)]"
Proceed to turn left encompassing 0.87 radians.,"[("LEFT"|0.87)]"
Direct a left swivel equal to 14% of a full turn.,"[("LEFT"|0.87)]"
Command a 50-degree left rotation.,"[("LEFT"|0.87)]"
Instruct for a left pivot of 0.87 radians.,"[("LEFT"|0.87)]"
Guide a leftward shift of about 14% of a circle.,"[("LEFT"|0.87)]"
Perform a leftward angle change of 50 degrees.,"[("LEFT"|0.87)]"
Undertake a left rotation measuring 0.87 radians.,"[("LEFT"|0.87)]"
Engage in a left turn representing about 14% of a full circle.,"[("LEFT"|0.87)]"
Execute a maneuver to the left by 50 degrees.,"[("LEFT"|0.87)]"
Adjust to the left with a rotation of 0.87 radians.,"[("LEFT"|0.87)]"
Proceed with a leftward tilt of approximately 14% of a circle.,"[("LEFT"|0.87)]"
Initiate a leftward spin of 50 degrees.,"[("LEFT"|0.87)]"
Command a leftward adjustment by 0.87 radians.,"[("LEFT"|0.87)]"
Angle your direction left by about 14% of a full rotation.,"[("LEFT"|0.87)]"
Shift your orientation to the left by 50 degrees.,"[("LEFT"|0.87)]"
Rotate leftwards encompassing 0.87 radians.,"[("LEFT"|0.87)]"
Make a leftward shift equal to 14% of a circle.,"[("LEFT"|0.87)]"
Direct a 50-degree adjustment to the left.,"[("LEFT"|0.87)]"
Instruct a pivot to the left by 0.87 radians.,"[("LEFT"|0.87)]"
Guide a spin leftward covering about 14% of a complete circle.,"[("LEFT"|0.87)]"
Perform a 50-degree leftward angle adjustment.,"[("LEFT"|0.87)]"
Undertake a turn to the left measuring 0.87 radians.,"[("LEFT"|0.87)]"
Engage in a left orientation change representing approximately 14% of a full turn.,"[("LEFT"|0.87)]"
Execute a 50-degree maneuver to the left.,"[("LEFT"|0.87)]"
Adjust your heading left by 0.87 radians.,"[("LEFT"|0.87)]"
Proceed with a tilt to the left of around 14% of a circle.,"[("LEFT"|0.87)]"
Initiate a left spin of 50 degrees.,"[("LEFT"|0.87)]"
Command a rotation to the left by 0.87 radians.,"[("LEFT"|0.87)]"
Angle towards the left for about 14% of a full circle.,"[("LEFT"|0.87)]"
Shift left by a 50-degree rotation.,"[("LEFT"|0.87)]"
Rotate slightly left with an angle of 0.87 radians.,"[("LEFT"|0.87)]"
Make a minor turn to the left approximating 14% of a circle.,"[("LEFT"|0.87)]"
Direct a subtle left adjustment of 50 degrees.,"[("LEFT"|0.87)]"
Instruct for a gentle left pivot of 0.87 radians.,"[("LEFT"|0.87)]"
Guide a slight leftward shift equal to about 14% of a full rotation.,"[("LEFT"|0.87)]"
Perform a nuanced leftward angle change of 50 degrees.,"[("LEFT"|0.87)]"
Undertake a precise left rotation of 0.87 radians.,"[("LEFT"|0.87)]"
Engage in a careful left turn representing roughly 14% of a circle.,"[("LEFT"|0.87)]"
Execute a detailed maneuver to the left by 50 degrees.,"[("LEFT"|0.87)]"
Adjust finely to the left with a rotation of 0.87 radians.,"[("LEFT"|0.87)]"
Proceed with a calculated left tilt of approximately 14% of a circle.,"[("LEFT"|0.87)]"
Initiate a refined leftward spin of 50 degrees.,"[("LEFT"|0.87)]"
Command a meticulous left adjustment by 0.87 radians.,"[("LEFT"|0.87)]"
Angle your direction subtly left by about 14% of a full rotation.,"[("LEFT"|0.87)]"
Shift your orientation gently to the left by 50 degrees.,"[("LEFT"|0.87)]"
Rotate left by 60 degrees,"[("LEFT"|1.05)]"
Shift to the left by an angle of 60 degrees.,"[("LEFT"|1.05)]"
Turn counterclockwise by 60 degrees.,"[("LEFT"|1.05)]"
Rotate in the leftward direction by 60 degrees.,"[("LEFT"|1.05)]"
Adjust position leftward by 60 degrees.,"[("LEFT"|1.05)]"
"Swing leftward, altering by 60 degrees.","[("LEFT"|1.05)]"
"Pivot left, adjusting by 60 degrees.","[("LEFT"|1.05)]"
"Tilt to the left, rotating 60 degrees.","[("LEFT"|1.05)]"
Spin anticlockwise by 60 degrees.,"[("LEFT"|1.05)]"
"Rotate towards the left, shifting 60 degrees.","[("LEFT"|1.05)]"
"Swivel to the left, turning 60 degrees.","[("LEFT"|1.05)]"
Move in a leftward rotation by 60 degrees.,"[("LEFT"|1.05)]"
"Swing left, adjusting by 60 degrees.","[("LEFT"|1.05)]"
Revolve counterclockwise by 60 degrees.,"[("LEFT"|1.05)]"
Shift position leftward by 60 degrees.,"[("LEFT"|1.05)]"
"Pivot to the left, rotating 60 degrees.","[("LEFT"|1.05)]"
"Turn leftward, adjusting by 60 degrees.","[("LEFT"|1.05)]"
Rotate counterclockwise by 60 degrees.,"[("LEFT"|1.05)]"
"Swing towards the left, shifting 60 degrees.","[("LEFT"|1.05)]"
"Spin left, altering by 60 degrees.","[("LEFT"|1.05)]"
Adjust orientation leftward by 60 degrees.,"[("LEFT"|1.05)]"
"Tilt left, rotating 60 degrees.","[("LEFT"|1.05)]"
Rotate anti-clockwise by 60 degrees.,"[("LEFT"|1.05)]"
"Revolve towards the left, turning 60 degrees.","[("LEFT"|1.05)]"
"Swing to the left, adjusting by 60 degrees.","[("LEFT"|1.05)]"
"Move left, shifting 60 degrees.","[("LEFT"|1.05)]"
Pivot counterclockwise by 60 degrees.,"[("LEFT"|1.05)]"
"Turn in the leftward direction, rotating 60 degrees.","[("LEFT"|1.05)]"
"Spin towards the left, altering by 60 degrees.","[("LEFT"|1.05)]"
Adjust heading leftward by 60 degrees.,"[("LEFT"|1.05)]"
Tilt counterclockwise by 60 degrees.,"[("LEFT"|1.05)]"
Turn to the left by 60°.,"[("LEFT"|1.05)]"
Make a left rotation of 0.33 of a full circle.,"[("LEFT"|1.05)]"
Adjust position to the left by 1.05 radians.,"[("LEFT"|1.05)]"
Swivel leftwards a total of sixty degrees.,"[("LEFT"|1.05)]"
Execute a leftward rotation for 60 degrees.,"[("LEFT"|1.05)]"
Change orientation to the left by 60 degrees.,"[("LEFT"|1.05)]"
Pivot to the left by a measure of 60°.,"[("LEFT"|1.05)]"
Swerve left by a fraction of 0.33 of a circle.,"[("LEFT"|1.05)]"
Angle to the left by 1.05 rads.,"[("LEFT"|1.05)]"
Make a 60-degree counterclockwise adjustment.,"[("LEFT"|1.05)]"
Shift left by sixty degrees.,"[("LEFT"|1.05)]"
Rotate anti-clockwise by a sixth of a circle.,"[("LEFT"|1.05)]"
Tilt to the left by a radian value of 1.05.,"[("LEFT"|1.05)]"
Turn left by a 60° angle.,"[("LEFT"|1.05)]"
Swing left by 0.33 of a circle's circumference.,"[("LEFT"|1.05)]"
Veer left by an angle measuring 60 degrees.,"[("LEFT"|1.05)]"
Rotate in a leftward direction by 1.05 radians.,"[("LEFT"|1.05)]"
Adjust your left bearing by 60 degrees.,"[("LEFT"|1.05)]"
Make a left quarter-turn reduced by 30 degrees.,"[("LEFT"|1.05)]"
Pivot on the left axis by 60°.,"[("LEFT"|1.05)]"
Rotate towards the left by one-sixth of a complete rotation.,"[("LEFT"|1.05)]"
Swivel to the left by an angle of 1.05 rads.,"[("LEFT"|1.05)]"
Change your leftward angle to sixty degrees.,"[("LEFT"|1.05)]"
Make a counter-clockwise rotation of 60 degrees.,"[("LEFT"|1.05)]"
Adjust to the left by a circle fraction of 0.33.,"[("LEFT"|1.05)]"
Orient left by a measurement of 1.05 radians.,"[("LEFT"|1.05)]"
Turn left for a 60-degree shift.,"[("LEFT"|1.05)]"
Spin left by 0.33 times the circumference of a circle.,"[("LEFT"|1.05)]"
Angle leftwards by 1.05 rad.,"[("LEFT"|1.05)]"
Rotate left a distance of sixty degrees.,"[("LEFT"|1.05)]"
Swing to the left by a 60° arc.,"[("LEFT"|1.05)]"
Make a left adjustment of one-sixth of a circle.,"[("LEFT"|1.05)]"
Tilt left by an amount of 1.05 radians.,"[("LEFT"|1.05)]"
Swerve to the left by sixty degrees.,"[("LEFT"|1.05)]"
Veer to the left a 60-degree angle.,"[("LEFT"|1.05)]"
Rotate counter-clockwise by 0.33 of a full circle.,"[("LEFT"|1.05)]"
Adjust to the left by a radian value of 1.05.,"[("LEFT"|1.05)]"
Swivel left by 60 degrees.,"[("LEFT"|1.05)]"
Turn left a fraction of 0.33 of a circle's total.,"[("LEFT"|1.05)]"
Change direction left by 1.05 rads.,"[("LEFT"|1.05)]"
Pivot left by a degree measurement of 60.,"[("LEFT"|1.05)]"
Rotate leftward by a sixtieth of a circle.,"[("LEFT"|1.05)]"
Swing to the left for 1.05 radians.,"[("LEFT"|1.05)]"
Veer leftward by sixty degrees.,"[("LEFT"|1.05)]"
Turn left by an angle of 0.33 of a circle.,"[("LEFT"|1.05)]"
Adjust left by 1.05 radian measure.,"[("LEFT"|1.05)]"
Make a left curve by 60 degrees.,"[("LEFT"|1.05)]"
Rotate anti-clockwise by a fraction of 0.33 of a circle.,"[("LEFT"|1.05)]"
Tilt left by 60°.,"[("LEFT"|1.05)]"
Change your bearing to the left by 1.05 rads.,"[("LEFT"|1.05)]"
Swivel to the left for sixty degrees.,"[("LEFT"|1.05)]"
Pivot to the left by a third of a circle minus a little.,"[("LEFT"|1.05)]"
Rotate to the left by an angle of 1.05 radians.,"[("LEFT"|1.05)]"
Adjust your heading left by 60 degrees.,"[("LEFT"|1.05)]"
Make a left-hand turn by a measure of 0.33 of a circle.,"[("LEFT"|1.05)]"
Turn left by a radian count of 1.05.,"[("LEFT"|1.05)]"
Swerve leftward for 60°.,"[("LEFT"|1.05)]"
"Angle to the left by a fraction of a circle, precisely 0.33.","[("LEFT"|1.05)]"
Pivot left by 1.05 radians.,"[("LEFT"|1.05)]"
Rotate leftwards by a precise angle of sixty degrees.,"[("LEFT"|1.05)]"
Rotate left by 70 degrees,"[("LEFT"|1.22)]"
Shift to the left by 70 degrees.,"[("LEFT"|1.22)]"
Turn towards the left with a 70-degree rotation.,"[("LEFT"|1.22)]"
Rotate counter-clockwise by 70 degrees.,"[("LEFT"|1.22)]"
"Spin to the left, adjusting by 70 degrees.","[("LEFT"|1.22)]"
Make a 70-degree leftward rotation.,"[("LEFT"|1.22)]"
"Twist to the left, angling 70 degrees.","[("LEFT"|1.22)]"
Pivot leftward by 70 degrees.,"[("LEFT"|1.22)]"
Adjust position by rotating 70 degrees to the left.,"[("LEFT"|1.22)]"
Execute a leftward rotation of 70 degrees.,"[("LEFT"|1.22)]"
Shift position by turning left 70 degrees.,"[("LEFT"|1.22)]"
Rotate anticlockwise by 70 degrees.,"[("LEFT"|1.22)]"
"Turn leftward, altering the angle by 70 degrees.","[("LEFT"|1.22)]"
Revolve to the left with a 70-degree shift.,"[("LEFT"|1.22)]"
Perform a 70-degree rotation to the left.,"[("LEFT"|1.22)]"
Adjust orientation by rotating left by 70 degrees.,"[("LEFT"|1.22)]"
Spin anti-clockwise with a 70-degree adjustment to the left.,"[("LEFT"|1.22)]"
Swivel leftward by 70 degrees.,"[("LEFT"|1.22)]"
Make a 70-degree rotation in the leftward direction.,"[("LEFT"|1.22)]"
"Pivot to the left, rotating by 70 degrees.","[("LEFT"|1.22)]"
Adjust the angle by rotating 70 degrees leftward.,"[("LEFT"|1.22)]"
Shift leftward with a rotation of 70 degrees.,"[("LEFT"|1.22)]"
"Turn to the left, rotating by 70 degrees.","[("LEFT"|1.22)]"
Twist anticlockwise by 70 degrees.,"[("LEFT"|1.22)]"
Rotate towards the left with a 70-degree shift.,"[("LEFT"|1.22)]"
Adjust orientation by turning 70 degrees to the left.,"[("LEFT"|1.22)]"
"Execute a leftward rotation, adjusting by 70 degrees.","[("LEFT"|1.22)]"
"Spin leftward, altering by 70 degrees.","[("LEFT"|1.22)]"
Pivot to the left with a 70-degree rotation.,"[("LEFT"|1.22)]"
Shift position by rotating left 70 degrees.,"[("LEFT"|1.22)]"
Rotate counterclockwise with a 70-degree leftward shift.,"[("LEFT"|1.22)]"
Turn left 70 degrees.,"[("LEFT"|1.22)]"
Make a left rotation of 1.22 radians.,"[("LEFT"|1.22)]"
Rotate to the left by approximately 0.19 of a full circle.,"[("LEFT"|1.22)]"
Swing left through a 70-degree arc.,"[("LEFT"|1.22)]"
Adjust leftward by 1.22 radians.,"[("LEFT"|1.22)]"
"Pivot to the left, covering 19% of a circle.","[("LEFT"|1.22)]"
Shift your orientation left by seventy degrees.,"[("LEFT"|1.22)]"
Angle leftwards for a rotation of 1.22 radians.,"[("LEFT"|1.22)]"
"Execute a left turn, spanning about 19% of a full rotation.","[("LEFT"|1.22)]"
"Tilt to the left, achieving a 70-degree displacement.","[("LEFT"|1.22)]"
Convert your direction left by 1.22 radians.,"[("LEFT"|1.22)]"
"Undertake a leftward rotation, equating to roughly 0.19 of a circle.","[("LEFT"|1.22)]"
Redirect 70 degrees to the left.,"[("LEFT"|1.22)]"
Commence a leftward pivot of 1.22 radians.,"[("LEFT"|1.22)]"
"Proceed to rotate left, filling 19% of a circle's circumference.","[("LEFT"|1.22)]"
Engage in a 70-degree leftward adjustment.,"[("LEFT"|1.22)]"
Initiate a left rotation amounting to 1.22 radians.,"[("LEFT"|1.22)]"
"Begin to swing left, translating to approximately 0.19 of a full circle.","[("LEFT"|1.22)]"
Move left by a seventy-degree angle.,"[("LEFT"|1.22)]"
Apply a leftward turn of 1.22 radians.,"[("LEFT"|1.22)]"
"Transition left, representing 19% of a circular path.","[("LEFT"|1.22)]"
Veer 70 degrees to the left.,"[("LEFT"|1.22)]"
Rotate left by an angle of 1.22 radians.,"[("LEFT"|1.22)]"
Perform a leftward shift equating to about 19% of a circle.,"[("LEFT"|1.22)]"
Change direction leftwards by 70 degrees.,"[("LEFT"|1.22)]"
Embark on a 1.22 radian left turn.,"[("LEFT"|1.22)]"
Execute a fractional circle rotation to the left of 0.19.,"[("LEFT"|1.22)]"
Adjust your bearing to the left by seventy degrees.,"[("LEFT"|1.22)]"
Make a 1.22 radian leftward pivot.,"[("LEFT"|1.22)]"
"Alter your course left, approximating 19% of a circle.","[("LEFT"|1.22)]"
Direct yourself 70 degrees left.,"[("LEFT"|1.22)]"
Swing left by a measure of 1.22 radians.,"[("LEFT"|1.22)]"
"Rotate left, completing a fraction of a circle of 0.19.","[("LEFT"|1.22)]"
Shift left by a 70-degree interval.,"[("LEFT"|1.22)]"
"Turn left, covering a distance of 1.22 radians.","[("LEFT"|1.22)]"
"Proceed in a leftward direction, equating to 19% of a full circle.","[("LEFT"|1.22)]"
Orient left by seventy degrees.,"[("LEFT"|1.22)]"
Make a left-hand turn of 1.22 radians.,"[("LEFT"|1.22)]"
Rotate approximately 0.19 of a circle to the left.,"[("LEFT"|1.22)]"
Execute a leftward orientation change by 70 degrees.,"[("LEFT"|1.22)]"
Pivot left for 1.22 radians.,"[("LEFT"|1.22)]"
"Angle your turn left, constituting 19% of a circle.","[("LEFT"|1.22)]"
Adjust your heading left by 70 degrees.,"[("LEFT"|1.22)]"
Swing left with a rotation of 1.22 radians.,"[("LEFT"|1.22)]"
Complete a left rotation amounting to roughly 19% of a circle.,"[("LEFT"|1.22)]"
Turn to the left by a seventy-degree margin.,"[("LEFT"|1.22)]"
Rotate leftwards by 1.22 radians.,"[("LEFT"|1.22)]"
"Undertake a left shift, representing 19% of a full circle.","[("LEFT"|1.22)]"
Redirect your path 70 degrees to the left.,"[("LEFT"|1.22)]"
Initiate a leftward angle of 1.22 radians.,"[("LEFT"|1.22)]"
"Make a rotation to the left, covering 19% of a circle.","[("LEFT"|1.22)]"
Adjust orientation left by seventy degrees.,"[("LEFT"|1.22)]"
Execute a turn to the left of 1.22 radians.,"[("LEFT"|1.22)]"
"Shift direction left, equaling approximately 19% of a circle.","[("LEFT"|1.22)]"
Change your angle leftwards by 70 degrees.,"[("LEFT"|1.22)]"
Commence a leftward rotation of 1.22 radians.,"[("LEFT"|1.22)]"
Rotate a fraction of 0.19 of a circle to the left.,"[("LEFT"|1.22)]"
Modify your trajectory to the left by seventy degrees.,"[("LEFT"|1.22)]"
Engage in a left pivot of 1.22 radians.,"[("LEFT"|1.22)]"
"Alter your direction left, completing 19% of a circular motion.","[("LEFT"|1.22)]"
Rotate left by 80 degrees,"[("LEFT"|1.40)]"
Turn to the left by 80 degrees.,"[("LEFT"|1.40)]"
"Shift to the left, angling 80 degrees.","[("LEFT"|1.40)]"
Spin counterclockwise 80 degrees.,"[("LEFT"|1.40)]"
"Pivot leftward, adjusting by 80 degrees.","[("LEFT"|1.40)]"
"Rotate towards the left, a deviation of 80 degrees.","[("LEFT"|1.40)]"
Swivel left at an 80-degree angle.,"[("LEFT"|1.40)]"
"Rotate in the leftward direction, 80 degrees.","[("LEFT"|1.40)]"
"Twist left, altering by 80 degrees.","[("LEFT"|1.40)]"
"Adjust by 80 degrees, turning to the left.","[("LEFT"|1.40)]"
"Deviate to the left, rotating 80 degrees.","[("LEFT"|1.40)]"
"Face left, tilting 80 degrees.","[("LEFT"|1.40)]"
"Angle leftwards, shifting 80 degrees.","[("LEFT"|1.40)]"
"Turn leftward, rotating by 80 degrees.","[("LEFT"|1.40)]"
"Shift counterclockwise, a turn of 80 degrees.","[("LEFT"|1.40)]"
"Revolve towards the left, adjusting 80 degrees.","[("LEFT"|1.40)]"
"Spin left, pivoting 80 degrees.","[("LEFT"|1.40)]"
"Swivel counterclockwise, rotating 80 degrees.","[("LEFT"|1.40)]"
"Tilt to the left, a rotation of 80 degrees.","[("LEFT"|1.40)]"
"Adjust left, turning by 80 degrees.","[("LEFT"|1.40)]"
"Rotate in the leftward direction, a deviation of 80 degrees.","[("LEFT"|1.40)]"
"Twist to the left, shifting by 80 degrees.","[("LEFT"|1.40)]"
"Pivot left, adjusting 80 degrees.","[("LEFT"|1.40)]"
"Turn towards the left, tilting by 80 degrees.","[("LEFT"|1.40)]"
"Move counterclockwise, rotating 80 degrees.","[("LEFT"|1.40)]"
"Spin leftward, pivoting 80 degrees.","[("LEFT"|1.40)]"
"Rotate left, a turn of 80 degrees.","[("LEFT"|1.40)]"
"Swivel to the left, adjusting by 80 degrees.","[("LEFT"|1.40)]"
"Shift towards the left, turning 80 degrees.","[("LEFT"|1.40)]"
"Deviate leftward, rotating by 80 degrees.","[("LEFT"|1.40)]"
"Face counterclockwise, angling 80 degrees.","[("LEFT"|1.40)]"
Turn left by 80 degrees.,"[("LEFT"|1.40)]"
Pivot to the left by 1.40 radians.,"[("LEFT"|1.40)]"
Make a left rotation for 22.22% of a full circle.,"[("LEFT"|1.40)]"
Swivel leftward by 80 degrees.,"[("LEFT"|1.40)]"
Angle left at 1.40 radians.,"[("LEFT"|1.40)]"
Shift to the left by 0.22 of a complete circle.,"[("LEFT"|1.40)]"
Execute a leftward turn for 80 degrees.,"[("LEFT"|1.40)]"
Perform a left pivot by 1.40 radians.,"[("LEFT"|1.40)]"
"Rotate to the left, covering 22.22% of a circle.","[("LEFT"|1.40)]"
"Make a quarter-circle left turn, adjusted to 80 degrees.","[("LEFT"|1.40)]"
Adjust left by a rotation of 1.40 radians.,"[("LEFT"|1.40)]"
Angle towards the left for 22.22% of a full revolution.,"[("LEFT"|1.40)]"
Swivel 80 degrees to the left.,"[("LEFT"|1.40)]"
Turn left by a fraction of 0.22 of a circle.,"[("LEFT"|1.40)]"
Rotate left with an angle of 1.40 radians.,"[("LEFT"|1.40)]"
"Twist to the left, amounting to 80 degrees.","[("LEFT"|1.40)]"
Make a 22.22% circle turn to the left.,"[("LEFT"|1.40)]"
Adjust your position leftward by 80 degrees.,"[("LEFT"|1.40)]"
Perform a rotation to the left by 1.40 radians.,"[("LEFT"|1.40)]"
Complete a left turn constituting 22.22% of a circle.,"[("LEFT"|1.40)]"
Execute a leftward adjustment of 80 degrees.,"[("LEFT"|1.40)]"
Pivot left with a movement of 1.40 radians.,"[("LEFT"|1.40)]"
Maneuver left covering 22.22% of a circle's circumference.,"[("LEFT"|1.40)]"
Angle your turn left by 80 degrees.,"[("LEFT"|1.40)]"
Rotate about 1.40 radians to the left.,"[("LEFT"|1.40)]"
Make a left curve for 22.22% of a full circle.,"[("LEFT"|1.40)]"
Swivel to the left by a degree measure of 80.,"[("LEFT"|1.40)]"
Angle leftwards with 1.40 radians.,"[("LEFT"|1.40)]"
"Move to the left, completing 22.22% of a circle.","[("LEFT"|1.40)]"
Turn left by an 80-degree angle.,"[("LEFT"|1.40)]"
"Pivot to the left, covering 1.40 radians.","[("LEFT"|1.40)]"
Execute a 22.22% circular turn to the left.,"[("LEFT"|1.40)]"
Rotate left for a degree value of 80.,"[("LEFT"|1.40)]"
Make a left swivel by 1.40 radians.,"[("LEFT"|1.40)]"
Adjust left by 22.22% of a circle.,"[("LEFT"|1.40)]"
Swivel to the left for 80 degrees.,"[("LEFT"|1.40)]"
Pivot leftwards by a radian measure of 1.40.,"[("LEFT"|1.40)]"
"Turn left, marking 22.22% of a full circle's turn.","[("LEFT"|1.40)]"
Execute a leftward angle turn of 80 degrees.,"[("LEFT"|1.40)]"
Rotate to the left by 1.40 radians.,"[("LEFT"|1.40)]"
Make a left adjustment for 22.22% of a circle.,"[("LEFT"|1.40)]"
Swivel left by an 80-degree measurement.,"[("LEFT"|1.40)]"
Pivot left by 1.40 radians.,"[("LEFT"|1.40)]"
Make a leftward rotation of 22.22% of a circle.,"[("LEFT"|1.40)]"
Adjust your turn left by 80 degrees.,"[("LEFT"|1.40)]"
Rotate to the left with 1.40 radians.,"[("LEFT"|1.40)]"
Complete a leftward circle portion of 22.22%.,"[("LEFT"|1.40)]"
"Swivel to the left, making an 80-degree pivot.","[("LEFT"|1.40)]"
Turn left by a radian calculation of 1.40.,"[("LEFT"|1.40)]"
Execute a left turn for 22.22% of a circle.,"[("LEFT"|1.40)]"
Make a leftward adjustment by 80 degrees.,"[("LEFT"|1.40)]"
"Pivot to the left, amounting to 1.40 radians.","[("LEFT"|1.40)]"
Rotate a 22.22% fraction of a circle to the left.,"[("LEFT"|1.40)]"
Swivel left at an angle of 80 degrees.,"[("LEFT"|1.40)]"
"Turn left, translating to 1.40 radians.","[("LEFT"|1.40)]"
Execute a left curve by 22.22% of a full circle.,"[("LEFT"|1.40)]"
Adjust left for an 80-degree rotation.,"[("LEFT"|1.40)]"
"Pivot leftwards, equating to 1.40 radians.","[("LEFT"|1.40)]"
Make a left rotation spanning 22.22% of a circle.,"[("LEFT"|1.40)]"
Swivel to the left by exactly 80 degrees.,"[("LEFT"|1.40)]"
Rotate left by 90 degrees,"[("LEFT"|1.57)]"
Turn to the left by 90 degrees.,"[("LEFT"|1.57)]"
Rotate counterclockwise by 90 degrees.,"[("LEFT"|1.57)]"
Shift leftward by 90 degrees.,"[("LEFT"|1.57)]"
Spin left by 90 degrees.,"[("LEFT"|1.57)]"
Pivot to the left by 90 degrees.,"[("LEFT"|1.57)]"
Twist anticlockwise by 90 degrees.,"[("LEFT"|1.57)]"
Revolve to the left by 90 degrees.,"[("LEFT"|1.57)]"
Swing left by 90 degrees.,"[("LEFT"|1.57)]"
Rotate in a leftward direction by 90 degrees.,"[("LEFT"|1.57)]"
Swing counterclockwise by 90 degrees.,"[("LEFT"|1.57)]"
Spin anticlockwise by 90 degrees.,"[("LEFT"|1.57)]"
Shift in a leftward direction by 90 degrees.,"[("LEFT"|1.57)]"
Turn towards the left by 90 degrees.,"[("LEFT"|1.57)]"
Rotate to the left by an angle of 90 degrees.,"[("LEFT"|1.57)]"
Pivot counterclockwise by 90 degrees.,"[("LEFT"|1.57)]"
Twist leftward by 90 degrees.,"[("LEFT"|1.57)]"
Revolve counterclockwise by 90 degrees.,"[("LEFT"|1.57)]"
Swing in a leftward direction by 90 degrees.,"[("LEFT"|1.57)]"
Rotate anticlockwise by 90 degrees.,"[("LEFT"|1.57)]"
Turn leftwards by 90 degrees.,"[("LEFT"|1.57)]"
Spin towards the left by 90 degrees.,"[("LEFT"|1.57)]"
Pivot left by 90 degrees.,"[("LEFT"|1.57)]"
Twist to the left by 90 degrees.,"[("LEFT"|1.57)]"
Revolve leftward by 90 degrees.,"[("LEFT"|1.57)]"
Shift towards the left by 90 degrees.,"[("LEFT"|1.57)]"
Turn counterclockwise by 90 degrees.,"[("LEFT"|1.57)]"
Rotate in the direction of the left by 90 degrees.,"[("LEFT"|1.57)]"
Swing anticlockwise by 90 degrees.,"[("LEFT"|1.57)]"
Spin leftward by 90 degrees.,"[("LEFT"|1.57)]"
Pivot to the left side by 90 degrees.,"[("LEFT"|1.57)]"
Turn to the left by 1.57 radians.,"[("LEFT"|1.57)]"
Make a quarter-circle turn anti-clockwise.,"[("LEFT"|1.57)]"
Rotate counter-clockwise for 90 deg.,"[("LEFT"|1.57)]"
Shift orientation by 0.25 of a full rotation to the left.,"[("LEFT"|1.57)]"
Adjust your angle by π/2 rads towards the left.,"[("LEFT"|1.57)]"
Spin leftwards by a fraction of 1/4 of a circle.,"[("LEFT"|1.57)]"
Change direction anti-clockwise by one-quarter of a complete circle.,"[("LEFT"|1.57)]"
Pivot to your left reaching 1.57 radians.,"[("LEFT"|1.57)]"
"Swivel counter-clockwise, stopping at 90 degrees.","[("LEFT"|1.57)]"
Twist left for a 0.25 circle segment.,"[("LEFT"|1.57)]"
Rotate left to achieve an angle of π/2 radians.,"[("LEFT"|1.57)]"
Turn anti-clockwise to cover 1/4 of the circle.,"[("LEFT"|1.57)]"
Swing left until you've gone 90 deg.,"[("LEFT"|1.57)]"
Re-orient by moving 1.57 rads to the left.,"[("LEFT"|1.57)]"
Move in a leftward circle for a quarter turn.,"[("LEFT"|1.57)]"
Execute a left rotation of π/2 rad.,"[("LEFT"|1.57)]"
Modify your heading anti-clockwise by 90 degrees.,"[("LEFT"|1.57)]"
Perform a quarter-circle maneuver to the left.,"[("LEFT"|1.57)]"
Adjust left by a 0.25 portion of the circumference.,"[("LEFT"|1.57)]"
Direct yourself π/2 radians leftward.,"[("LEFT"|1.57)]"
Rotate by 1/4 of a full circle towards the left.,"[("LEFT"|1.57)]"
Alter your course by 90 deg counter-clockwise.,"[("LEFT"|1.57)]"
Angle yourself left by a fraction of 1/4 of a full revolution.,"[("LEFT"|1.57)]"
Make a π/2 rad turn to the left.,"[("LEFT"|1.57)]"
"Shift left, completing a quarter of the circle.","[("LEFT"|1.57)]"
Turn left reaching a radial angle of 1.57.,"[("LEFT"|1.57)]"
